Start,Stop
2838380,2838439
2840169,2840264
2840863,2841126
2842413,2843867
2843914,2844216
2845173,2845601
2846061,2846126
2846384,2846497
2847185,2847280
2847793,2847846
2850620,2852950
2854883,2854957
2860659,2860727
2861424,2862614
2862871,2863035
2872457,2872555
2874618,2874752
2875188,2875253
2884586,2884789
2885051,2885125
2886971,2887048
2887923,2888027
2889230,2889343
2889813,2889866
2893553,2893699
2894699,2894758
2895858,2895941
2896241,2897059
2898532,2899266
2900083,2900142
2901188,2901322
2902053,2902136
2903794,2903991
2906084,2906149
2907153,2909708
2910165,2910380
2912992,2913123
2913179,2913247
2916288,2916890
2917900,2917983
2918279,2918386
2919468,2919674
2922907,2923041
2928167,2928325
2930393,2930461
2933303,2934715
2934836,2934955
2940053,2941033
2944210,2942855
2942661,2941516
2941407,2940064
2939290,2938547
2938498,2936558
2936463,2933935
2933362,2932286
2931538,2930642
2930445,2929714
2929585,2929463
2928919,2928860
2928309,2927203
2926700,2926629
2926389,2925205
2924554,2924462
2922876,2921443
2920878,2920825
2920334,2919594
2919370,2919308
2919242,2919177
2918666,2917863
2917033,2916329
2916274,2915633
2915486,2915418
2915178,2915113
2914910,2914845
2914561,2913524
2912953,2912897
2912722,2912642
2912331,2911993
2911331,2911206
2909874,2908909
2908734,2908540
2907739,2906510
2905143,2904058
2903823,2902798
2902728,2901340
2900989,2900930
2900289,2900194
2899820,2899305
2899203,2898094
2897531,2897298
2897029,2896937
2896806,2896534
2896448,2895222
2894943,2894650
2894594,2894058
2894014,2893775
2893621,2893010
2892753,2892139
2891898,2890603
2890293,2889856
2889689,2887716
2887445,2887383
2887242,2885890
2885631,2884339
2884022,2883729
2883584,2883483
2882805,2882722
2882590,2880374
2879851,2879600
2878963,2878382
2877033,2873872
2873464,2873165
2872964,2872467
2872120,2870306
2869956,2869300
2869006,2868863
2868510,2868403
2868266,2867544
2867265,2867122
2866853,2866791
2866462,2866154
2865842,2865717
2865481,2864708
2864527,2864459
2864267,2863659
2862870,2861911
2861569,2860091
2859503,2858901
2855640,2849761
2849287,2847458
2847328,2847227
2847135,2846116
2845945,2844623
2844449,2843757
2843564,2842386
2842105,2841500
2841210,2840692
2840394,2839429
2839240,2838599
2837540,2837151
2837029,2836679
2836446,2836243
2836133,2835918
2835802,2835272
2835179,2834808
2834630,2834532
2834213,2834115
2832693,2832628
2832562,2832245
2832142,2831240
2830713,2830633
2828992,2828921
2827556,2826723
2826383,2826261
2826039,2825572
2825468,2824758
2822708,2822436
2821733,2821341
2820965,2820816
2820768,2820466
2820424,2820020
2819849,2819727
2819661,2818165
2817880,2817350
2816662,2816204
2815900,2815325
2814834,2814298
2813876,2813148
2812825,2812769
2811106,2811035
2810567,2809818
2808730,2808635
2808476,2808297
2808059,2807826
2807748,2807536
2807212,2807129
2807079,2805631
2805529,2804579
2804408,2804355
2803476,2803192
2803023,2802823
2802048,2801989
2800431,2800255
2800131,2799688
2798659,2798222
2797679,2797620
2797129,2796764
2796644,2796237
2794912,2794814
2794296,2793355
2793126,2792638
2792530,2791883
2791695,2791636
2790920,2788581
2788535,2787723
2783788,2783150
2781633,2781544
2781415,2781362
2781063,2780230
2780171,2779830
2779520,2779020
2778963,2778889
2778767,2777886
2777442,2776585
2776517,2775258
2775018,2772520
2772283,2772230
2772078,2772019
2771920,2771825
2770462,2770379
2769694,2768834
2768765,2766768
2766604,2765390
2764808,2764476
2764389,2763628
2763521,2763447
2763341,2763273
2761925,2758959
2758484,2758395
2757795,2756665
2756571,2755000
2754903,2754130
2753838,2752612
2751942,2751055
2750935,2750678
2750539,2749658
2749579,2748899
2748735,2747917
2747742,2747065
2747016,2746324
2745445,2745119
2744434,2744126
2744006,2743698
2743557,2743432
2743311,2741938
2741887,2740931
2738709,2737120
2736789,2735257
2735058,2733139
2733076,2732234
2732162,2731839
2731704,2731243
2729981,2729925
2728807,2728184
2728094,2727510
2727403,2726843
2726728,2723189
2722711,2721569
2721389,2721267
2721038,2720652
2720501,2720073
2719864,2718020
2717674,2715599
2714808,2714704
2714154,2713804
2713688,2712762
2711866,2711051
2710968,2710663
2709615,2709550
2709445,2709119
2709004,2707508
2706501,2706445
2706376,2706299
2705992,2705933
2705865,2705773
2704350,2704261
2703093,2702842
2702560,2702483
2702114,2702004
2701357,2701274
2700480,2700424
2700355,2700278
2699971,2699912
2699844,2699752
2698329,2698240
2697072,2696821
2696539,2696462
2695973,2695515
2695416,2695363
2694987,2693965
2693867,2691474
2691328,2689955
2689821,2688748
2688037,2687564
2687419,2686070
2685789,2685706
2685555,2685058
2684336,2684271
2683632,2683222
2683179,2683102
2682963,2682910
2682760,2682467
2682220,2682161
2682107,2681952
2681871,2681266
2681162,2681013
2680329,2680042
2679874,2679626
2679499,2679074
2678760,2678674
2678225,2678154
2678097,2677597
2677518,2677156
2676998,2676612
2676154,2675579
2675537,2675412
2674894,2674799
2673880,2673551
2673477,2673370
2673271,2673179
2673048,2672026
2671525,2667971
2667800,2664195
2664118,2663573
2662465,2662400
2661773,2660301
2660163,2658517
2658309,2656810
2656675,2655536
2655389,2654973
2654342,2654007
2653935,2653300
2653216,2651330
2649789,2649637
2646686,2646618
2645226,2645134
2644924,2643950
2642520,2640388
2640337,2640194
2640126,2639893
2634663,2633809
2633596,2632883
2632698,2630866
2629544,2628705
2628583,2627753
2627655,2626153
2626109,2626041
2625519,2625370
2625293,2625000
2623986,2623249
2623038,2622400
2622225,2622139
2620977,2620828
2620272,2620189
2618379,2618314
2617910,2617830
2617009,2616950
2616907,2616623
2615769,2615692
2614972,2614562
2614145,2613891
2613626,2613564
2612543,2612397
2612306,2612241
2612082,2611840
2611539,2611396
2610606,2610544
2610346,2609333
2608908,2608102
2607987,2607367
2607100,2606165
2605914,2605441
2605258,2604473
2604250,2603576
2603463,2602774
2602561,2601974
2601876,2601760
2601427,2601356
2600655,2600599
2599999,2599925
2598681,2598571
2598151,2597492
2595945,2595463
2595202,2594300
2594136,2593264
2593069,2589023
2588885,2588205
2587961,2587656
2587238,2587161
2586504,2586448
2586345,2586169
2584880,2584818
2584359,2584021
2583592,2578256
2578020,2577496
2577280,2576996
2576861,2576793
2576630,2575155
2574496,2574125
2574082,2573894
2573594,2573445
2573285,2573148
2570356,2570186
2569792,2569718
2567258,2567064
2565564,2564800
2564734,2564321
2564204,2564109
2563286,2563185
2563031,2562903
2562681,2562610
2562512,2560992
2560818,2559802
2559605,2559156
2558869,2557748
2557363,2557241
2556831,2556061
2555108,2554920
2553174,2553055
2552924,2551476
2551039,2550983
2549018,2548926
2548836,2548417
2547564,2547229
2547035,2546952
2546318,2544876
2544808,2543549
2543145,2542948
2542341,2542180
2541890,2541468
2541249,2540803
2539611,2539534
2539307,2538921
2538269,2538156
2537891,2536425
2536201,2536109
2535938,2535591
2534968,2534597
2533992,2533921
2533155,2533069
2532536,2532165
2531698,2531600
2530478,2529768
2529304,2528360
2527285,2527049
2526993,2526568
2525637,2525155
2524853,2524743
2524529,2524197
2523065,2520432
2518338,2517922
2517604,2517533
2516701,2516417
2515952,2515560
2514367,2512433
2512048,2511944
2511113,2511036
2510049,2509984
2508429,2508370
2508150,2508043
2507872,2507726
2507621,2507340
2507046,2505646
2505519,2505316
2505222,2505145
2504375,2504286
2503770,2502958
2502782,2502594
2502275,2502075
2501881,2501795
2500385,2500131
2498045,2497518
2497057,2496737
2495602,2493020
2492004,2491435
2491378,2491325
2491094,2490675
2489994,2487592
2487507,2485615
2484847,2478806
2478463,2478323
2478011,2477166
2476592,2476392
2476020,2475967
2475911,2475762
2475672,2475592
2474953,2474450
2474301,2474236
2473016,2472936
2472117,2471884
2471747,2470818
2470592,2467812
2467568,2466081
2465810,2464818
2464763,2463375
2463278,2461827
2459179,2459024
2458469,2458395
2454623,2453028
2452894,2451611
2451408,2451349
2451286,2450510
2449676,2449527
2449461,2448967
2446357,2444288
2444222,2443749
2443216,2442911
2442664,2442569
2442440,2442336
2442048,2441989
2441650,2439899
2438991,2438305
2436805,2435795
2435649,2435578
2435509,2435390
2434852,2434241
2433316,2432966
2432562,2432320
2431079,2430993
2430494,2430147
2429817,2429470
2429380,2429294
2429107,2428778
2428437,2427892
2427785,2426082
2425931,2424828
2424786,2424730
2424102,2423737
2423567,2422992
2422927,2422757
2422665,2421937
2420809,2418815
2417774,2417016
2415297,2415109
2414793,2414716
2414013,2413420
2413234,2412275
2412200,2411976
2411834,2411697
2411126,2411028
2410221,2409772
2408791,2408450
2408341,2406281
2405647,2405180
2404954,2404886
2404754,2404104
2403885,2403061
2402737,2401466
2401345,2401289
2401200,2400391
2400271,2400194
2399606,2399538
2399320,2399027
2397742,2397503
2397008,2395191
2395093,2394659
2391450,2390035
2389907,2388900
2387350,2386598
2386491,2386048
2384085,2382754
2381508,2380264
2379389,2378775
2378551,2377514
2376813,2376754
2375641,2375447
2374541,2373690
2373612,2373343
2372730,2371969
2371926,2371852
2370791,2369466
2369365,2368091
2367687,2366944
2366899,2366819
2366096,2366034
2365642,2364449
2363244,2363179
2362287,2362228
2360677,2360621
2360171,2360013
2358199,2357534
2356928,2355495
2355350,2355231
2355122,2354280
2354204,2353173
2352832,2352761
2351968,2351090
2351000,2349522
2349393,2348686
2347171,2347058
2346004,2345603
2345506,2345450
2344557,2344453
2343871,2343818
2342961,2342902
2342575,2342486
2341861,2341784
2340847,2340746
2340118,2340002
2339584,2339519
2339188,2339036
2338190,2338119
2337576,2337475
2337156,2336329
2336266,2335991
2335716,2334940
2333288,2331894
2331850,2331122
2330692,2329229
2328885,2328826
2327456,2326899
2323990,2323937
2323723,2321393
2321277,2320105
2319483,2319133
2318977,2318906
2318099,2318040
2317860,2315557
2315440,2314037
2313899,2313486
2313426,2311717
2311148,2311089
2310819,2310277
2310049,2309249
2309207,2309121
2308207,2308085
2307816,2307709
2307155,2307093
2306363,2305836
2304987,2304754
2304543,2304430
2304228,2303896
2303466,2303377
2303320,2302220
2300897,2300787
2300683,2300630
2298972,2298670
2298494,2296938
2296239,2295124
2295008,2294709
2291924,2291484
2291010,2290546
2290450,2289917
2289571,2287820
2285956,2285501
2285445,2285053
2284956,2284216
2284130,2283852
2282748,2282503
2282191,2282135
2280641,2280492
2280286,2275538
2275442,2275167
2275105,2274578
2274219,2272189
2271734,2270673
2270324,2270262
2270118,2269960
2269800,2269744
2268980,2268261
2267726,2267133
2267051,2266950
2266829,2266686
2266034,2265405
2265068,2265009
2264911,2264837
2264633,2264232
2264168,2263251
2262985,2261105
2261009,2260281
2260138,2259488
2255909,2255070
2254605,2253655
2253430,2252990
2252947,2250257
2250211,2249564
2249470,2249390
2248997,2248845
2247922,2247713
2247645,2246938
2245743,2245108
2244856,2244788
2244041,2243949
2243474,2243328
2242621,2242535
2242165,2242085
2241953,2241846
2241360,2241256
2240977,2240837
2240076,2239141
2238962,2238378
2238245,2238129
2237940,2237236
2236916,2236308
2236100,2235960
2235783,2235685
2235211,2234966
2233426,2233331
2233100,2232333
2231925,2231284
2231016,2230222
2229491,2228100
2227160,2226855
2226500,2226303
2226050,2225262
2225188,2225072
2225020,2224940
2224875,2224024
2222704,2220791
2219632,2218769
2218494,2218135
2216246,2215947
2215904,2215518
2214456,2214400
2214250,2214032
2212763,2212527
2212158,2211514
2211445,2209964
2208532,2207366
2207259,2206795
2206539,2206357
2205631,2205509
2204805,2203930
2202252,2201971
2201817,2201761
2201110,2200814
2197998,2197306
2196679,2196008
2195365,2195267
2194543,2194217
2192930,2191200
2191038,2189233
2187950,2187891
2187834,2187766
2185872,2185132
2185049,2184570
2184396,2184304
2184073,2183669
2183305,2183228
2182976,2181060
2180730,2180221
2178848,2178174
2177961,2177731
2176950,2176786
2176705,2174909
2174757,2173516
2172579,2172202
2171532,2170828
2170705,2168813
2167319,2167032
2166836,2166321
2165988,2165911
2164912,2164232
2164151,2163540
2163425,2162604
2162428,2161727
2160627,2159740
2158774,2158166
2157645,2157526
2157483,2157418
2157208,2155952
2155886,2155014
2153866,2152568
2151946,2151851
2151759,2151661
2151610,2150774
2150489,2150421
2149344,2148466
2146387,2145740
2144418,2143603
2142172,2141789
2140146,2139799
2138827,2138741
2137419,2137306
2135561,2135340
2134866,2134747
2134406,2134278
2134091,2133939
2133543,2132908
2132604,2131339
2130807,2126650
2126495,2126415
2125139,2124489
2124383,2123493
2120108,2119644
2118801,2118715
2116862,2116512
2116360,2114420
2114269,2113631
2111620,2111567
2109926,2109699
2109476,2108589
2108224,2108171
2107783,2106977
2106872,2105907
2105777,2105076
2105008,2104466
2104214,2103456
2103371,2102442
2102215,2101763
2100579,2097949
2097415,2097086
2096977,2096849
2096402,2095740
2095607,2095545
2095215,2095126
2094312,2093344
2093303,2092023
2091824,2090190
2090085,2089780
2089362,2089285
2088406,2085122
2082987,2082889
2082562,2082410
2080980,2080918
2080730,2079840
2079368,2078991
2077449,2075728
2075038,2074934
2074860,2074048
2072580,2072407
2070556,2069270
2068807,2062673
2062550,2062446
2061725,2061615
2061566,2060463
2060358,2059258
2059088,2057646
2057113,2056925
2054459,2054313
2054089,2053331
2053251,2052697
2052336,2052016
2051866,2050754
2050110,2050030
2049871,2049317
2049250,2048537
2047762,2047637
2047255,2045936
2045230,2045174
2044225,2042693
2041755,2040688
2040480,2040385
2040292,2039018
2038567,2038499
2037155,2036976
2036808,2036698
2036549,2036061
2035761,2035666
2035369,2034371
2034012,2033845
2033530,2032364
2032159,2030138
2029793,2029458
2028630,2028532
2028481,2028113
2027705,2027364
2027207,2027154
2026881,2026411
2025508,2024120
2023825,2023700
2023466,2022984
2022019,2021516
2021367,2019988
2018306,2018196
2018017,2017670
2016802,2016722
2016576,2016220
2015887,2015807
2014987,2014934
2014704,2014636
2014308,2013835
2013637,2013515
2013077,2012478
2012211,2010646
2010569,2008392
2008275,2007925
2006920,2006861
2006789,2005503
2005422,2004709
2004212,2003832
2003718,2003044
2002622,2002416
2002332,2001031
1999008,1998616
1997488,1997417
1996565,1996491
1996086,1996033
1995774,1994308
1994165,1993860
1993153,1992587
1992418,1992362
1992210,1990759
1990686,1988788
1988497,1986926
1983780,1983307
1983059,1981944
1981419,1981357
1979015,1978392
1978283,1977615
1976681,1975749
1975462,1975388
1973494,1972352
1972102,1971950
1971809,1971069
1970449,1970372
1966054,1965920
1965472,1964999
1964766,1964464
1964351,1963221
1962987,1962904
1961664,1961599
1960755,1960660
1960151,1959714
1959630,1959553
1957806,1957348
1957254,1957027
1956793,1956479
1955429,1954296
1953976,1953848
1953560,1952838
1952718,1951663
1951550,1950642
1949684,1949625
1949321,1948761
1948354,1947824
1947736,1947656
1945506,1944838
1944662,1944012
1943228,1943103
1943025,1942237
1941893,1941819
1941371,1941255
1937569,1936895
1933657,1933451
1933221,1933168
1933047,1932967
1931053,1930001
1929822,1929754
1929375,1928920
1928441,1927587
1926946,1926740
1926658,1925090
1924983,1924558
1924506,1923145
1923042,1922959
1922894,1922805
1921519,1921226
1921035,1919848
1919610,1919518
1918152,1917673
1917002,1916778
1915856,1915662
1915559,1915503
1915227,1915150
1914563,1913772
1911607,1911338
1909840,1909787
1909508,1909443
1908460,1907600
1905665,1905432
1905231,1904779
1904592,1904536
1903499,1903146
1903082,1901967
1901722,1901495
1900536,1899514
1899181,1899089
1898660,1898574
1898506,1897757
1897642,1897151
1897038,1896343
1896262,1895390
1895265,1895029
1894545,1893487
1893187,1892852
1892487,1892419
1892019,1891099
1889566,1889381
1886767,1885997
1884656,1883253
1882801,1882748
1882420,1881464
1880777,1880004
1879950,1878151
1877761,1877708
1877465,1876866
1873931,1873161
1872297,1872130
1872004,1871843
1871382,1870960
1870868,1870728
1870204,1869203
1867539,1866985
1865551,1864436
1864318,1864259
1864105,1864034
1863730,1863656
1863345,1861711
1861343,1860303
1859675,1858722
1858548,1858450
1857756,1857094
1855587,1854166
1851528,1850755
1850563,1848725
1848553,1847693
1847206,1846925
1846091,1845540
1845262,1841822
1841670,1840771
1839788,1839699
1839410,1838664
1838487,1836769
1835734,1834865
1834526,1834377
1833759,1830901
1830769,1828898
1828550,1828470
1828428,1828015
1827929,1827870
1827435,1826449
1826157,1826053
1825500,1823506
1823430,1822720
1821219,1821139
1820863,1820450
1820044,1819061
1818767,1818033
1817824,1816334
1815782,1815498
1815116,1814712
1814574,1813027
1811667,1811608
1809236,1809177
1809004,1808897
1808513,1808244
1807759,1807625
1807499,1807128
1804518,1804441
1804360,1804304
1804098,1803835
1803057,1802968
1798883,1798779
1798500,1798351
1797384,1797331
1796953,1796798
1794408,1794328
1793294,1793238
1792969,1792817
1791518,1790745
1790680,1790324
1788463,1788293
1787073,1786963
1786660,1786520
1785962,1785684
1785038,1784985
1784819,1784757
1784655,1784566
1784308,1783775
1783477,1783298
1783118,1783044
1782428,1782321
1781533,1781381
1780383,1780276
1780058,1778568
1778503,1776920
1776507,1776160
1775540,1775481
1775268,1774987
1774618,1774544
1773869,1772907
1771581,1771525
1770988,1770863
1770822,1770406
1770278,1768923
1768857,1768372
1768224,1767874
1767751,1767437
1767385,1766663
1766314,1766255
1766107,1765361
1764685,1764596
1763655,1763440
1763190,1762903
1762808,1762107
1761489,1761427
1761372,1761295
1760478,1760335
1759710,1759198
1758823,1757333
1756976,1756539
1755579,1754740
1754511,1754449
1754093,1753989
1753792,1752986
1751554,1750436
1750175,1750083
1749729,1749661
1749599,1748445
1748308,1747346
1747284,1746481
1746288,1746187
1745891,1744752
1744468,1743896
1743846,1742446
1742357,1740936
1740894,1739530
1739056,1738943
1738609,1737953
1737417,1735957
1734707,1734066
1732809,1732675
1732593,1731538
1731188,1731102
1730892,1729441
1729047,1728934
1728536,1728444
1727075,1726350
1726186,1726130
1726035,1725406
1725350,1725288
1724592,1723624
1723395,1723318
1722466,1721717
1721355,1720699
1719980,1719228
1718397,1717747
1717128,1717042
1716972,1716262
1715859,1715782
1715534,1715238
1714563,1714507
1714210,1713755
1712747,1712220
1710624,1710094
1709749,1709198
1708362,1708282
1706594,1705515
1704943,1704731
1704170,1703847
1703480,1702428
1701864,1700020
1699144,1695734
1695636,1695184
1693928,1693830
1692554,1692498
1692025,1691960
1691861,1691187
1691018,1690950
1690445,1690350
1690297,1690241
1690069,1689806
1689485,1689264
1689171,1687459
1687346,1685079
1684998,1684687
1684611,1682800
1682612,1682559
1681876,1681397
1681066,1680998
1680699,1679899
1679720,1679637
1679546,1679454
1679136,1678525
1678083,1677964
1677413,1676055
1674694,1674095
1673770,1673696
1673564,1673466
1671567,1671448
1670257,1670165
1669645,1668986
1668570,1668502
1666802,1666503
1665787,1665665
1665273,1665151
1664976,1664917
1663207,1662755
1662361,1662170
1662055,1661135
1660058,1659984
1657152,1656937
1656818,1656285
1655877,1655602
1655340,1654402
1654287,1653004
1651440,1650874
1650168,1649626
1648787,1648698
1648521,1648444
1648357,1647971
1647837,1646977
1646705,1644627
1644564,1643260
1643197,1643126
1642977,1642075
1641958,1641515
1641366,1640092
1639623,1639558
1639189,1638770
1638678,1638436
1637638,1637561
1636765,1636358
1636177,1634210
1633442,1631754
1631671,1631204
1630874,1629093
1628761,1626965
1624851,1624153
1623920,1622244
1622118,1621201
1621081,1620845
1620734,1619511
1618612,1618292
1618088,1617720
1617652,1616315
1615919,1614876
1614833,1614735
1613510,1613181
1613089,1612862
1612715,1610721
1610500,1610261
1608868,1608791
1608717,1608577
1605442,1605365
1605292,1605152
1605054,1604995
1604936,1604208
1603421,1602663
1602110,1601910
1601846,1600704
1600492,1599428
1597677,1597624
1596701,1593243
1593061,1592594
1591431,1591147
1590832,1588493
1588201,1587857
1587759,1586845
1586775,1585831
1585694,1585425
1585176,1583005
1580702,1580553
1580497,1579958
1579758,1579687
1579169,1578321
1578071,1577103
1576969,1575878
1575665,1575600
1575554,1575495
1574869,1574798
1571579,1570425
1569097,1569032
1566931,1566728
1565688,1564627
1564524,1563967
1563808,1563341
1563287,1563174
1562826,1561963
1561521,1561135
1561039,1560185
1559836,1558814
1558616,1558560
1558456,1557713
1557520,1557314
1556439,1555318
1555177,1554497
1554306,1553857
1553737,1553648
1553097,1553038
1552655,1552143
1552014,1551148
1551011,1549944
1549347,1548502
1548182,1548129
1547763,1547482
1547374,1547036
1546451,1545201
1544826,1543732
1543185,1542169
1541978,1541298
1538162,1537815
1537122,1537039
1535973,1535731
1535020,1534532
1534380,1532107
1530882,1529809
1529507,1529352
1529274,1527835
1527566,1526790
1526685,1525843
1525725,1524433
1523597,1523166
1521273,1520695
1520626,1519382
1519109,1518063
1517762,1516200
1516086,1515589
1514946,1514863
1514763,1514401
1514195,1511709
1511380,1509884
1509594,1509319
1508893,1506662
1506585,1505839
1503578,1503522
1503215,1502988
1502947,1502414
1502294,1502220
1500542,1500486
1500299,1500243
1498985,1498170
1497409,1497308
1496033,1495962
1492382,1491729
1491234,1490218
1487914,1487840
1486340,1486278
1485874,1485752
1485548,1485402
1482662,1481061
1480496,1480332
1479845,1479786
1476548,1476414
1474445,1474365
1473696,1473502
1473017,1472832
1472650,1472582
1471215,1471120
1469726,1468620
1468304,1468227
1466864,1466766
1466440,1466348
1465426,1465355
1462671,1462609
1461761,1461687
1460979,1459984
1458528,1458283
1458071,1458006
1457600,1457517
1457197,1457057
1449664,1449608
1449307,1448678
1445786,1445580
1445353,1445297
1445192,1445130
1444653,1444573
1442205,1442128
1439773,1439678
1439141,1439088
1438683,1438564
1438120,1438061
1435818,1435762
1435276,1435073
1433849,1433346
1433153,1432716
1431774,1431691
1430611,1430357
1427267,1427172
1420564,1420424
1420374,1418566
1413801,1413175
1412598,1412518
1412042,1411869
1411574,1411494
1409221,1409120
1408030,1407884
1406713,1406027
1405538,1404591
1404512,1404303
1403784,1403692
1402242,1402177
1400854,1400771
1400472,1400413
1398760,1398662
1396794,1396663
1396494,1396072
1395827,1394622
1394376,1394239
1393471,1393418
1388496,1388419
1387120,1386956
1385686,1385627
1383837,1383658
1382420,1382181
1377370,1377278
1373383,1373297
1371730,1371677
1369614,1369435
1365968,1365792
1365422,1365315
1357541,1357449
1354152,1354072
1348993,1348916
1348842,1348786
1348709,1348641
1348251,1348162
1340625,1340518
1333387,1333304
1332503,1332354
1330719,1330657
1329608,1329543
1328383,1328075
1324374,1323340
1321945,1321481
1317652,1317572
1316716,1315913
1311617,1311534
1310429,1310358
1305408,1304806
1304564,1304487
1297859,1296747
1294302,1294237
1292976,1292821
1288884,1288807
1288355,1288044
1287062,1286994
1286403,1286260
1284948,1284823
1279953,1279123
1277082,1276945
1269272,1269189
1268966,1268895
1267119,1264519
1264396,1263968
1263884,1262964
1262807,1262691
1262499,1261900
1261509,1261321
1258408,1258307
1253778,1253689
1249757,1249500
1249008,1248922
1248248,1247640
1242098,1242024
1236216,1236010
1232856,1231891
1231822,1231319
1230258,1230091
1229569,1229402
1228261,1228190
1227670,1227368
1226733,1226644
1223910,1223788
1223651,1223562
1223302,1223183
1220332,1220066
1219917,1219816
1219750,1219679
1218403,1218278
1216366,1216226
1212753,1212625
1212573,1211635
1210088,1210002
1208614,1208498
1203517,1203455
1202865,1202800
1202751,1202671
1198975,1198838
1197048,1196986
1195289,1195191
1194650,1193352
1193224,1192157
1191892,1191839
1190082,1190002
1189386,1189246
1189186,1189058
1188173,1188114
1187054,1186962
1186757,1185855
1185437,1185327
1182578,1182486
1182328,1181363
1180587,1179685
1178390,1178319
1177989,1177909
1177424,1177314
1176682,1176038
1175049,1174828
1174291,1174223
1173677,1173615
1172756,1172634
1172353,1171118
1171014,1169755
1169062,1168946
1167514,1167446
1164697,1164563
1162832,1162755
1161457,1161401
1160766,1160635
1156268,1156194
1155425,1155240
1148847,1147603
1146830,1146648
1146556,1145801
1140607,1140542
1139487,1138600
1134693,1134628
1130835,1130770
1130714,1130517
1126764,1126606
1126226,1126140
1124399,1124220
1123243,1123187
1121887,1121726
1120693,1120628
1116415,1116299
1115560,1115486
1114319,1114251
1111454,1110048
1109484,1109419
1108562,1108497
1107778,1107680
1104343,1104278
1099497,1099387
1093054,1092917
1091127,1091065
1089780,1089007
1088960,1088595
1086672,1085917
1084537,1084460
1082105,1081635
1080802,1080311
1078408,1078334
1077402,1077205
1074398,1072770
1070644,1070555
1070490,1069999
1069700,1069638
1064545,1064408
1063775,1063686
1062204,1062130
1060210,1059983
1059216,1059040
1057419,1057324
1056380,1056258
1053577,1053389
1051929,1051816
1049447,1049349
1048726,1048655
1046575,1046375
1044561,1044496
1043404,1043288
1042938,1042861
1042245,1042114
1041788,1041669
1040615,1040415
1040307,1038664
1038570,1037977
1035280,1035104
1033034,1032846
1028367,1028080
1027589,1027500
1027459,1027340
1026165,1025935
1025847,1025023
1024873,1024820
1024005,1023904
1022089,1020719
1020603,1020415
1012856,1012785
1005360,1004548
1003781,1003710
1003634,1003581
1003218,1001890
998680,998549
997966,997871
994595,994365
991015,990815
990692,990291
989790,989728
988885,988796
986316,986152
985992,985939
984886,984815
981104,981021
980790,980722
980676,980071
979745,977556
977267,977124
973191,972982
971723,971661
970046,969990
962754,961888
960472,959336
958794,958183
956369,954726
954101,954042
953552,953496
953283,951202
945132,944971
943588,943493
928068,927916
925839,925720
924128,923979
919431,919330
916502,916434
909835,909011
908838,908023
905170,905018
904254,903595
902126,902037
901814,901575
901256,901182
900485,900405
900197,900126
898367,898194
897618,897496
896188,896126
893889,892414
892295,891864
891137,891057
889590,889426
889062,888973
888898,888341
888254,886602
886012,885017
884859,883321
883178,882267
881581,880877
880015,879926
879711,879022
878830,878111
876326,876159
867054,866959
865923,865843
865396,865130
860394,860335
858826,858716
858357,858292
855438,855361
852781,852662
851857,851678
851435,849720
847844,847758
845272,845186
845133,845077
844745,844692
841920,840466
840273,840169
839701,839624
839469,839413
839156,838527
835033,834902
834037,833909
829858,829769
828459,828280
827269,827201
822921,822859
821151,821026
820909,820787
817865,817677
817466,815652
813977,813876
813370,812198
812116,809876
809394,809338
806932,806855
804144,804052
803457,802714
801058,800978
800422,800300
799654,799463
799401,799015
797911,797852
797032,796979
795342,795235
794530,794408
794285,793974
792787,790832
790375,790322
786002,785904
782025,781954
774997,774002
773706,773635
772732,772628
771818,770937
767155,767024
766297,766244
766002,765943
764811,764683
763199,762312
760594,760427
760251,760123
758474,758190
758134,757697
756865,756104
755561,754965
754647,754126
752149,751919
751835,751080
750883,750116
748974,748189
747261,746800
745818,745765
744914,744828
744767,744702
744547,744338
734636,734580
733919,733284
731079,730957
729515,729462
727306,726575
725483,725361
721485,721324
717116,715374
712441,711434
711378,710737
710661,710575
710171,709995
704827,704771
703341,703201
701985,701917
701792,701694
697488,697417
694097,693708
691073,690993
689971,689681
688620,688549
685831,685268
683199,683116
679556,679416
677378,677313
676241,676146
675939,675871
674791,674612
674180,674070
671433,671266
669179,669087
665968,665894
659086,658967
657689,657345
657010,656015
654545,654459
649323,649249
647190,646849
646431,646318
645726,645646
641802,641683
641425,641327
639848,639693
639348,638926
638351,637812
636074,635979
635681,635607
632444,632391
628002,627883
623622,622753
621479,621405
619980,619120
618886,617126
617067,616198
615809,615732
615201,615139
614797,613607
613502,613449
613365,613297
610526,610473
610341,610276
606742,606122
605367,605110
604917,603457
602666,601515
600670,599378
597587,597243
595020,594208
594040,593987
592665,592597
587487,587383
587304,587104
586675,586583
585619,585515
584093,583815
583253,583152
582631,582254
567946,567845
566974,566825
565548,565480
559719,559597
557193,557131
550356,550267
550042,549767
547234,547037
546505,546437
545843,545367
544986,544285
543918,543862
543520,542162
540254,540174
539987,539931
539476,539246
537400,536075
535247,535182
534060,533968
533376,533290
532245,532174
529092,529003
525657,524758
522654,522544
515845,515582
512958,512890
512840,511317
511232,509910
507454,507401
507188,507096
506858,506712
504034,503897
501856,501794
500787,500626
497781,496615
496476,495373
495175,494693
494436,494257
494091,492730
491053,490934
490853,490179
489836,487425
487208,487149
487016,486669
486619,485192
484709,484422
484378,483845
